club,nation,league,name,rating,position,price,card_types
Benevento,Spain,Serie A TIM,Iago Falqué Silva,77,CF,500,gold non-rare
Al Shabab,Portugal,MBS Pro League (SAU 1),Fábio Martins,77,LW,400,gold non-rare
Sevilla FC,Morocco,LaLiga Santander,Oussama Idrissi,77,LW,5K,gold non-rare
Hertha Berlin,France,Bundesliga,Mattéo Guendouzi,77,CDM,800,gold rare
FC Bayern,Spain,Bundesliga,Marc Roca,77,CDM,900,gold non-rare
FC Bayern,France,Bundesliga,Bouna Sarr,77,RB,900,gold non-rare
TSG Hoffenheim,Germany,Bundesliga,Sebastian Rudy,77,CM,500,gold non-rare
Ajax,Netherlands,Eredivisie (NED 1),Davy Klaassen,77,CM,1.4K,gold non-rare
Celtic,Uruguay,Scottish Premiership (SPFL),Diego Laxalt,77,LM,450,gold non-rare
Lokomotiv Moscow,Cape Verde Islands,League of Russia (RUS 1),José Luís Mendes Andrade,77,ST,550,gold non-rare
Parma,France,Serie A TIM,Wylan Cyprien,77,CM,800,gold rare
Hellas Verona,Croatia,Serie A TIM,Nikola Kalinic,77,ST,400,gold non-rare
Al Wehda,Brazil,MBS Pro League (SAU 1),Pedro Henrique,77,CB,600,gold non-rare
RB Leipzig,Korea Republic,Bundesliga,Hee Chan Hwang,77,ST,11.15K,otw gold rare
LOSC,Canada,Ligue 1 Conforama,Jonathan David,77,ST,13.5K,otw gold rare
Real Madrid,Dominican Republic,LaLiga Santander,Mariano Díaz Mejía,77,ST,1.3K,ucl_rare gold rare
Lazio,Brazil,Serie A TIM,Luiz Felipe,77,CB,6.2K,ucl_rare gold rare
Lazio,Montenegro,Serie A TIM,Adam Marušic,77,RM,3.9K,ucl_rare gold rare
Lazio,Angola,Serie A TIM,Bartolomeu Quissanga,77,CB,5.8K,ucl_rare gold rare
M'gladbach,Germany,Bundesliga,Jonas Hofmann,77,CAM,1.3K,ucl_non_rare gold rare
Başakşehir,Turkey,Süper Lig (TUR 1),Mert Günok,77,GK,1.4K,ucl_non_rare gold rare
Club Brugge,Netherlands,1A Pro League (BEL 1),Ruud Vormer,77,CM,1.3K,ucl_non_rare gold rare
OM,Netherlands,Ligue 1 Conforama,Kevin Strootman,77,CDM,2K,ucl_non_rare gold rare
Başakşehir,Brazil,Süper Lig (TUR 1),Rafael Pereira da Silva,77,RB,1.2K,ucl_non_rare gold rare
Club Brugge,Angola,1A Pro League (BEL 1),Clinton Mukoni Mata Pedro Lourenço,77,CB,950,ucl_rare gold rare
OM,France,Ligue 1 Conforama,Bouna Sarr,77,RB,0,ucl_non_rare gold rare
Başakşehir,Brazil,Süper Lig (TUR 1),Uílson de Souza Paula Júnior,77,RB,1.1K,ucl_non_rare gold rare
Club Brugge,Senegal,1A Pro League (BEL 1),Krépin Diatta,77,RM,3.2K,ucl_non_rare gold rare
Liverpool,Japan,Premier League,Takumi Minamino,77,RW,1.4K,ucl_rare gold rare
Inter,England,Serie A TIM,Ashley Young,77,RM,1.5K,ucl_non_rare gold rare
Liverpool,Belgium,Premier League,Divock Origi,77,ST,1.1K,ucl_rare gold rare
Inter,Italy,Serie A TIM,Danilo D'Ambrosio,77,RB,1.6K,ucl_non_rare gold rare
Liverpool,Wales,Premier League,Harry Wilson,77,RM,20K,ucl_non_rare gold rare
FC Porto,Brazil,Liga NOS (POR 1),Tiquinho Soares,77,ST,0,ucl_non_rare gold rare
FC Porto,Cape Verde Islands,Liga NOS (POR 1),José Luís Mendes Andrade,77,ST,0,ucl_non_rare gold rare
Chelsea,England,Premier League,Reece James,77,RB,5.3K,ucl_rare gold rare
FC Porto,Iran,Liga NOS (POR 1),Taremi,77,ST,3K,ucl_non_rare gold rare
FC Porto,Portugal,Liga NOS (POR 1),Cláudio Pires de Morais Ramos,77,GK,3K,ucl_non_rare gold rare
FC Porto,Japan,Liga NOS (POR 1),Shoya Nakajima,77,LM,5.9K,ucl_rare gold rare
Piemonte Calcio,Sweden,Serie A TIM,Kulusevski,77,RW,3K,ucl_non_rare gold rare
FC Bayern,France,Bundesliga,Bouna Sarr,77,RB,0,ucl_non_rare gold rare
FC Bayern,Spain,Bundesliga,Marc Roca,77,CDM,0,ucl_non_rare gold rare
Ajax,Netherlands,Eredivisie (NED 1),Davy Klaassen,77,CM,0,ucl_non_rare gold rare
Ajax,Morocco,Eredivisie (NED 1),Noussair Mazraoui,77,RB,1K,ucl_rare gold rare
Rennes,France,Ligue 1 Conforama,Damien Da Silva,77,CB,1.7K,ucl_non_rare gold rare
Olympiacos CFP,Greece,Hellas Liga (GRE 1),Konstantinos Fortounis,77,CAM,900,ucl_non_rare gold rare
Rennes,France,Ligue 1 Conforama,Faitout Maouassa,77,LB,1.6K,ucl_non_rare gold rare
Atlético de Madrid,Croatia,LaLiga Santander,Nikola Kalinic,77,ST,0,ucl_non_rare gold rare
Atalanta,Brazil,Serie A TIM,Rafael Tolói,77,CB,1.6K,ucl_non_rare gold rare
Atalanta,Croatia,Serie A TIM,Mario Pašalic,77,CM,1.6K,ucl_non_rare gold rare
Lokomotiv Moscow,Cape Verde Islands,League of Russia (RUS 1),José Luís Mendes Andrade,77,ST,0,ucl_non_rare gold rare
Manchester Utd,Wales,Premier League,Daniel James,77,RM,1.2K,ucl_rare gold rare
Manchester Utd,Nigeria,Premier League,Odion Ighalo,77,ST,1.3K,ucl_non_rare gold rare
Manchester Utd,England,Premier League,Mason Greenwood,77,RM,1.2K,ucl_rare gold rare
Manchester Utd,England,Premier League,Jesse Lingard,77,CAM,2.9K,ucl_non_rare gold rare
Paris SG,Germany,Ligue 1 Conforama,Thilo Kehrer,77,CB,1.7K,ucl_rare gold rare
Paris SG,Spain,Ligue 1 Conforama,Sergio Rico,77,GK,1.4K,ucl_non_rare gold rare
Paris SG,France,Ligue 1 Conforama,Layvin Kurzawa,77,LB,1.7K,ucl_non_rare gold rare
Sevilla FC,Argentina,LaLiga Santander,Franco Vázquez,77,CM,1.4K,ucl_non_rare gold rare
RB Leipzig,Norway,Bundesliga,Alexander Sørloth,77,ST,1.3K,ucl_non_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Aleix Vidal Parreu,77,RM,1.2K,ucl_non_rare gold rare
RB Leipzig,Korea Republic,Bundesliga,Hee Chan Hwang,77,ST,1.3K,ucl_rare gold rare
Sevilla FC,Morocco,LaLiga Santander,Oussama Idrissi,77,LW,0,ucl_non_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Óliver Torres Muñoz,77,CM,1.5K,ucl_non_rare gold rare
Sevilla FC,Spain,LaLiga Santander,Sergi Gómez Solà,77,CB,2K,ucl_non_rare gold rare
West Ham,Algeria,Premier League,Saïd Benrahma,77,LW,500,gold non-rare
Cardiff City,Wales,EFL Championship (ENG 2),Harry Wilson,77,RM,400,gold non-rare
Odense BK,Denmark,3F Superliga (DEN 1),Jeppe Tverskov,77,CB,14.5K,if gold rare
Inter,Spain,Serie A TIM,Borja Valero,77,CAM,0,gold rare
Milan,Argentina,Serie A TIM,Lucas Biglia,77,CDM,0,gold non-rare
Fiorentina,Spain,Serie A TIM,Borja Valero,77,CAM,0,gold rare
Karagümrük SK,Argentina,Süper Lig (TUR 1),Lucas Biglia,77,CDM,0,gold non-rare
Yokohama F･M,Japan,Meiji Yasuda J1 (JPN 1),Kota Mizunuma,77,RM,14.75K,if gold rare
Tianjin TEDA,Brazil,Chinese FA Super L. (CHN 1),Tiquinho Soares,77,ST,600,gold non-rare
Al Wehda,Australia,MBS Pro League (SAU 1),Dimitri Petratos,77,CAM,13K,if gold rare
IFK Göteborg,Sweden,Allsvenskan (SWE 1),Mattias Bjärsmyr,77,CB,16K,if gold rare
Erzgebirge Aue,Germany,Bundesliga 2 (GER 2),Pascal Testroet,77,ST,15.5K,if gold rare
Guangzhou,China PR,Chinese FA Super L. (CHN 1),Alan Douglas Borges de Carvalho,77,ST,450,gold non-rare
West Brom,Scotland,Premier League,Robert Snodgrass,77,RM,500,gold non-rare
OL,Algeria,Ligue 1 Conforama,Islam Slimani,77,ST,450,gold non-rare
Genoa,Netherlands,Serie A TIM,Kevin Strootman,77,CDM,500,gold non-rare
Al Ain FC,Japan,United Emirates L. (UAE 1),Shoya Nakajima,77,LM,700,gold rare
Brentford,England,EFL Championship (ENG 2),Ivan Toney,77,ST,13K,if gold rare
Liverpool,Turkey,Premier League,Ozan Kabak,77,CB,0,ucl_rare gold rare
Everton,Norway,Premier League,Joshua King,77,CF,800,gold rare
Liverpool,Turkey,Premier League,Ozan Kabak,77,CB,1.1K,gold rare
West Ham,England,Premier League,Jesse Lingard,77,CAM,550,gold non-rare
AS Monaco,Senegal,Ligue 1 Conforama,Krépin Diatta,77,RM,800,gold non-rare
Southampton,Japan,Premier League,Takumi Minamino,77,RW,750,gold rare
Valencia CF,Portugal,LaLiga Santander,Francisco Reis Ferreira,77,CB,750,gold non-rare
Ajax,Morocco,Eredivisie (NED 1),Oussama Idrissi,77,LW,0,ucl_non_rare gold rare
Ajax,Morocco,Eredivisie (NED 1),Oussama Idrissi,77,LW,500,gold non-rare
D. Alavés,Spain,LaLiga Santander,Córdoba,77,LW,550,gold non-rare
R. Valladolid CF,Uruguay,LaLiga Santander,Lucas Olaza,77,LB,700,gold rare
Galatasaray,Nigeria,Süper Lig (TUR 1),Henry Onyekuru,77,LM,750,gold rare
Bordeaux,Côte d'Ivoire,Ligue 1 Conforama,Jean Michaël Seri,77,CM,400,gold non-rare
Parma,Italy,Serie A TIM,Andrea Conti,77,RB,950,gold non-rare
West Brom,Turkey,Premier League,Okay Yokuslu,77,CDM,850,gold rare
Dinamo Zagreb,FYR Macedonia,Liga Hrvatska (CRO 1),Stefan Ristovski,77,RB,700,gold rare
Elche CF,Argentina,LaLiga Santander,Paulo Gazzaniga,77,GK,450,gold non-rare
R. Sporting,Serbia,LaLiga SmartBank (ESP 2),Ðurdevic,77,ST,10K,if gold rare
Milan,Brazil,Serie A TIM,Lucas Tolentino Coelho de Lima,76,CM,20K,gold rare
Milan,Italy,Serie A TIM,Davide Calabria,76,RB,1.2K,gold non-rare
Dortmund,Germany,Bundesliga,Mahmoud Dahoud,76,CM,1.7K,gold non-rare
Dortmund,Germany,Bundesliga,Marius Wolf,76,RM,10K,gold non-rare
Leeds United,England,Premier League,Kalvin Phillips,76,CDM,500,gold non-rare
Southampton,Ghana,Premier League,Mohammed Salisu,76,CB,650,gold non-rare
Sporting CP,Portugal,Liga NOS (POR 1),Pedro António Pereira Gonçalves,76,CM,600,gold non-rare
Granada CF,Spain,LaLiga Santander,Neva Tey,76,LB,500,gold non-rare
Sheffield Utd,England,Premier League,John Lundstram,76,CM,600,gold non-rare
Levante UD,Portugal,LaLiga Santander,Hernâni,76,RM,3.9K,gold rare
Royal Antwerp FC,Portugal,1A Pro League (BEL 1),Aurélio Buta,76,RB,700,gold rare
Newcastle Utd,United States,Premier League,DeAndre Yedlin,76,RWB,1.2K,gold rare
FC Barcelona,Spain,LaLiga Santander,Ansu Fati,76,LW,750,gold rare
LOSC,Brazil,Ligue 1 Conforama,Luiz Araújo,76,LM,550,gold non-rare
Ajax,Mexico,Eredivisie (NED 1),Edson Álvarez,76,CDM,450,gold non-rare
Levante UD,Spain,LaLiga Santander,Clerc,76,LB,550,gold non-rare
Beşiktaş,Canada,Süper Lig (TUR 1),Atiba Hutchinson,76,CDM,400,gold non-rare
Shakhtar Donetsk,Ukraine,Ukrayina Liha (UKR 1),Andriy Pyatov,76,GK,400,gold non-rare
Fenerbahçe,Turkey,Süper Lig (TUR 1),Gökhan Gönül,76,RB,500,gold non-rare
RCD Espanyol,Spain,LaLiga SmartBank (ESP 2),Diego López,76,GK,400,gold non-rare
Granada CF,Spain,LaLiga Santander,Soldado,76,ST,500,gold non-rare
River Plate,Argentina,CONMEBOL Libertadores,Javier Pinola,76,CB,700,libertadores_b gold rare
Perth Glory,Spain,A-League (AUS 1),Diego Castro,76,LW,450,gold non-rare
Rosenborg BK,Norway,Eliteserien (NOR 1),Per Ciljan Skjelbred,76,CDM,400,gold non-rare
Boca Juniors,Argentina,CONMEBOL Libertadores,Mauro Zárate,76,ST,700,libertadores_b gold rare
Vissel Kobe,Belgium,Meiji Yasuda J1 (JPN 1),Thomas Vermaelen,76,CB,700,gold non-rare
OGC Nice,Brazil,Ligue 1 Conforama,Dante,76,CB,700,gold non-rare
Frankfurt,Argentina,Bundesliga,David Abraham,76,CB,4.7K,gold rare
Everton,England,Premier League,Theo Walcott,76,RM,12K,gold non-rare
FC København,Greece,3F Superliga (DEN 1),Zeca,76,CM,450,gold non-rare
LAFC,Netherlands,Major League Soccer (MLS),Kenneth Vermeer,76,GK,400,gold non-rare
Burnley,England,Premier League,Jay Rodriguez,76,ST,550,gold non-rare
Fenerbahçe,Turkey,Süper Lig (TUR 1),Caner Erkin,76,LB,500,gold non-rare
Southampton,England,Premier League,Fraser Forster,76,GK,600,gold non-rare
RB Salzburg,Austria,Ö Bundesliga (AUT 1),Zlatko Junuzovic,76,CM,600,gold non-rare
Crystal Palace,England,Premier League,James Tomkins,76,CB,650,gold non-rare
D. Alavés,Spain,LaLiga Santander,Joselu,76,ST,500,gold non-rare
KAA Gent,Belgium,1A Pro League (BEL 1),Vadis Odjidja-Ofoe,76,CM,1.1K,gold non-rare
Swansea City,Ghana,EFL Championship (ENG 2),André Ayew,76,RM,400,gold non-rare
FC Metz,Algeria,Ligue 1 Conforama,Alexandre Oukidja,76,GK,400,gold non-rare
OGC Nice,France,Ligue 1 Conforama,Morgan Schneiderlin,76,CDM,450,gold non-rare
Galatasaray,Netherlands,Süper Lig (TUR 1),Ryan Donk,76,CB,750,gold non-rare
Rayados,Mexico,LIGA BBVA MX (MEX 1),Miguel Layún,76,RB,650,gold non-rare
Beşiktaş,Netherlands,Süper Lig (TUR 1),Jeremain Lens,76,RM,1.2K,gold non-rare
BSC Young Boys,Serbia,Raiffeisen Super L. (SUI 1),Miralem Sulejmani,76,LM,450,gold non-rare
OL,Brazil,Ligue 1 Conforama,Marcelo,76,CB,850,gold non-rare
Frankfurt,Japan,Bundesliga,Makoto Hasebe,76,CB,750,gold non-rare
Fiorentina,Uruguay,Serie A TIM,Martín Cáceres,76,CB,1.8K,gold non-rare
Cruz Azul,Paraguay,LIGA BBVA MX (MEX 1),Pablo Aguilar,76,CB,500,gold non-rare
Watford,England,EFL Championship (ENG 2),Troy Deeney,76,ST,450,gold non-rare
Newcastle Utd,Republic of Ireland,Premier League,Ciaran Clark,76,CB,500,gold non-rare
Leicester City,England,Premier League,Marc Albrighton,76,RM,500,gold non-rare
Crystal Palace,France,Premier League,Mamadou Sakho,76,CB,750,gold non-rare
LOSC,Greece,Ligue 1 Conforama,Orestis Karnezis,76,GK,400,gold non-rare
SC Freiburg,Germany,Bundesliga,Nils Petersen,76,ST,400,gold non-rare
SC Braga,Argentina,Liga NOS (POR 1),Nicolás Gaitán,76,CAM,2.2K,gold non-rare
Angers SCO,France,Ligue 1 Conforama,Romain Thomas,76,CB,800,gold non-rare
Parma,Italy,Serie A TIM,Matteo Darmian,76,RB,5.8K,gold non-rare
Leicester City,Portugal,Premier League,Adrien Silva,76,CM,4.4K,gold non-rare
Chongqing SWM,Brazil,Chinese FA Super L. (CHN 1),Alan Kardec,76,ST,450,gold non-rare
Bologna,Italy,Serie A TIM,Andrea Poli,76,CDM,500,gold non-rare
Werder Bremen,Turkey,Bundesliga,Ömer Toprak,76,CB,700,gold non-rare
Werder Bremen,Czech Republic,Bundesliga,Theodor Gebre Selassie,76,RB,500,gold non-rare
Feyenoord,Netherlands,Eredivisie (NED 1),Leroy Fer,76,CDM,450,gold non-rare
Crystal Palace,England,Premier League,Joel Ward,76,RB,550,gold non-rare
Inter,Ghana,Serie A TIM,Kwadwo Asamoah,76,LM,11.75K,gold non-rare
Lokomotiv Moscow,Russia,League of Russia (RUS 1),Fedor Smolov,76,ST,450,gold non-rare
CSKA Moscow,Russia,League of Russia (RUS 1),Alan Dzagoev,76,CM,400,gold non-rare
Crystal Palace,Republic of Ireland,Premier League,James McCarthy,76,CDM,450,gold non-rare
RCD Mallorca,Croatia,LaLiga SmartBank (ESP 2),Ante Budimir,76,ST,5K,gold non-rare
ASSE,Algeria,Ligue 1 Conforama,Ryad Boudebouz,76,CAM,450,gold non-rare
VfL Wolfsburg,Switzerland,Bundesliga,Admir Mehmedi,76,CF,450,gold non-rare
Impact Montréal,Kenya,Major League Soccer (MLS),Victor Wanyama,76,CDM,450,gold non-rare
New England,Argentina,Major League Soccer (MLS),Gustavo Bou,76,ST,400,gold non-rare
Wuhan Zall,Portugal,Chinese FA Super L. (CHN 1),Daniel Carriço,76,CB,500,gold non-rare
SPAL,Albania,Calcio B (ITA 2),Etrit Berisha,76,GK,400,gold non-rare
R. Zaragoza,Japan,LaLiga SmartBank (ESP 2),Shinji Kagawa,76,CAM,2.2K,gold non-rare
West Ham,England,Premier League,Jack Wilshere,76,CM,8.7K,gold non-rare
Watford,Spain,EFL Championship (ENG 2),Kiko Femenía,76,RB,700,gold non-rare
Bologna,Poland,Serie A TIM,Łukasz Skorupski,76,GK,400,gold non-rare
FC København,Sweden,3F Superliga (DEN 1),Karl-Johan Johnsson,76,GK,400,gold non-rare
Watford,Belgium,EFL Championship (ENG 2),Christian Kabasele,76,CB,500,gold non-rare
Norwich,Finland,EFL Championship (ENG 2),Teemu Pukki,76,ST,400,gold non-rare
Montpellier,France,Ligue 1 Conforama,Damien Le Tallec,76,CDM,450,gold non-rare
Portland Timbers,Argentina,Major League Soccer (MLS),Sebastián Blanco,76,LM,550,gold non-rare
PSV,Netherlands,Eredivisie (NED 1),Jeroen Zoet,76,GK,0,gold non-rare
Galatasaray,Norway,Süper Lig (TUR 1),Omar Elabdellaoui,76,RB,450,gold non-rare
Getafe CF,Argentina,LaLiga Santander,Leandro Chichizola,76,GK,1.6K,gold non-rare
Shanghai Shenhua,Korea Republic,Chinese FA Super L. (CHN 1),Shin Wook Kim,76,ST,400,gold non-rare
VfL Wolfsburg,Germany,Bundesliga,Daniel Ginczek,76,ST,450,gold non-rare
Hertha Berlin,Germany,Bundesliga,Marvin Plattenhardt,76,LB,750,gold rare
Bielefeld,Germany,Bundesliga,Fabian Klos,76,ST,450,gold non-rare
ASSE,France,Ligue 1 Conforama,Romain Hamouma,76,RM,750,gold non-rare
Granada CF,France,LaLiga Santander,Maxime Gonalons,76,CDM,500,gold non-rare
Brighton,Netherlands,Premier League,Davy Pröpper,76,CM,550,gold non-rare
FC Barcelona,Denmark,LaLiga Santander,Martin Braithwaite,76,ST,700,gold rare
ASSE,Tunisia,Ligue 1 Conforama,Wahbi Khazri,76,ST,400,gold non-rare
Liverpool,Spain,Premier League,Adrián San Miguel Castillo,76,GK,1.2K,gold non-rare
Fulham,Scotland,Premier League,Tom Cairney,76,CAM,500,gold non-rare
FC Augsburg,Iceland,Bundesliga,Alfreð Finnbogason,76,ST,400,gold non-rare
Real Betis,Spain,LaLiga Santander,Joel Robles,76,GK,450,gold non-rare
Rayados,Colombia,LIGA BBVA MX (MEX 1),Dorlan Pabón,76,RM,550,gold non-rare
Al Taawoun,Cape Verde Islands,MBS Pro League (SAU 1),Héldon,76,LM,4.2K,gold non-rare
Al Wehda,Brazil,MBS Pro League (SAU 1),Anselmo,76,CDM,500,gold non-rare
D. Alavés,Spain,LaLiga Santander,Tomás Pina,76,CM,500,gold non-rare
Pachuca,Colombia,LIGA BBVA MX (MEX 1),Óscar Murillo,76,CB,550,gold non-rare
RC Celta,Spain,LaLiga Santander,Nolito,76,LW,450,gold non-rare
Leicester City,Belgium,Premier League,Dennis Praet,76,CM,550,gold non-rare
Al Ain FC,Angola,United Emirates L. (UAE 1),Wilson Eduardo,76,RM,400,gold non-rare
FC Midtjylland,Denmark,3F Superliga (DEN 1),Erik Sviatchenko,76,CB,500,gold non-rare
Sassuolo,Equatorial Guinea,Serie A TIM,Pedro Obiang,76,CDM,450,gold non-rare
FC Schalke 04,Germany,Bundesliga,Mark Uth,76,CAM,600,gold non-rare
LOSC,France,Ligue 1 Conforama,Adama Soumaoro,76,CB,2.5K,gold non-rare
Celtic,Scotland,Scottish Premiership (SPFL),James Forrest,76,RM,400,gold non-rare
Arsenal,Portugal,Premier League,Cédric,76,RB,800,gold non-rare
Lazio,Croatia,Serie A TIM,Milan Badelj,76,CDM,0,gold non-rare
Frankfurt,Denmark,Bundesliga,Frederik Rønnow,76,GK,3.2K,gold non-rare
FC København,Denmark,3F Superliga (DEN 1),Rasmus Falk,76,CM,700,gold rare
RCD Espanyol,Spain,LaLiga SmartBank (ESP 2),David López,76,CDM,450,gold non-rare
Bologna,Italy,Serie A TIM,Nicola Sansone,76,CAM,700,gold rare
TSG Hoffenheim,Bosnia and Herzegovina,Bundesliga,Ermin Bicakcic,76,CB,550,gold non-rare
Lecce,Brazil,Calcio B (ITA 2),Gabriel,76,GK,650,gold non-rare
Valencia CF,Italy,LaLiga Santander,Cristiano Piccini,76,RB,0,gold non-rare
Dijon FCO,Senegal,Ligue 1 Conforama,Alfred Gomis,76,GK,3.5K,gold non-rare
FC Augsburg,Netherlands,Bundesliga,Jeffrey Gouweleeuw,76,CB,650,gold non-rare
Southampton,Scotland,Premier League,Stuart Armstrong,76,RM,500,gold non-rare
Sassuolo,France,Serie A TIM,Gregoire Defrel,76,ST,1.6K,gold non-rare
Union Berlin,Germany,Bundesliga,Robin Knoche,76,CB,650,gold non-rare
Celtic,Norway,Scottish Premiership (SPFL),Mohamed Elyounoussi,76,LM,400,gold non-rare
Aalborg BK,Denmark,3F Superliga (DEN 1),Lucas Andersen,76,LW,400,gold non-rare
VfL Wolfsburg,United States,Bundesliga,John Brooks,76,CB,600,gold non-rare
Godoy Cruz,Uruguay,Primera División (ARG 1),Santiago García,76,ST,500,gold non-rare
Seattle Sounders,Peru,Major League Soccer (MLS),Raúl Ruidíaz,76,ST,700,gold rare
Orlando City,Uruguay,Major League Soccer (MLS),Mauricio Pereyra,76,CM,400,gold non-rare
Atlas,Ecuador,LIGA BBVA MX (MEX 1),Renato Ibarra,76,RM,400,gold non-rare
Levante UD,Spain,LaLiga Santander,Toño García,76,LB,550,gold non-rare
West Ham,England,Premier League,Ryan Fredericks,76,RB,1.2K,gold rare
Torino,France,Serie A TIM,Soualiho Meïté,76,CM,1.3K,gold non-rare
1. FSV Mainz 05,Netherlands,Bundesliga,Jean-Paul Boëtius,76,CAM,700,gold rare
Werder Bremen,Germany,Bundesliga,Niclas Füllkrug,76,ST,450,gold non-rare
AEK Athens,Croatia,Hellas Liga (GRE 1),Marko Livaja,76,ST,550,gold non-rare
PSV,Switzerland,Eredivisie (NED 1),Yvon Mvogo,76,GK,400,gold non-rare
Watford,England,EFL Championship (ENG 2),Will Hughes,76,CM,500,gold non-rare
Leverkusen,Germany,Bundesliga,Mitchell Weiser,76,RB,700,gold rare
Lazio,Belgium,Serie A TIM,Jordan Lukaku,76,LM,7.4K,gold non-rare
Union Berlin,Sweden,Bundesliga,Sebastian Andersson,76,ST,0,gold non-rare
Wolves,Brazil,Premier League,Marçal,76,LB,650,gold non-rare
FC Augsburg,Germany,Bundesliga,Tobias Strobl,76,CDM,450,gold non-rare
OL,Burkina Faso,Ligue 1 Conforama,Bertrand Traoré,76,RW,0,gold non-rare
Atalanta,Albania,Serie A TIM,Berat Djimsiti,76,CB,950,gold non-rare
1. FSV Mainz 05,Sweden,Bundesliga,Robin Quaison,76,ST,400,gold non-rare
R. Valladolid CF,Spain,LaLiga Santander,Óscar Plano,76,RM,500,gold non-rare
Montpellier,France,Ligue 1 Conforama,Gaëtan Laborde,76,ST,500,gold non-rare
Racing Club,Chile,CONMEBOL Libertadores,Eugenio Mena,76,LB,750,libertadores_b gold rare
Sevilla FC,Morocco,LaLiga Santander,Yassine Bounou,76,GK,450,gold non-rare
Dynamo Kyiv,Poland,Ukrayina Liha (UKR 1),Tomasz Kędziora,76,RB,500,gold non-rare
Fenerbahçe,Cape Verde Islands,Süper Lig (TUR 1),Garry Mendes Rodrigues,76,LM,2.1K,gold non-rare
SD Eibar,Portugal,LaLiga Santander,Paulo Oliveira,76,CB,700,gold non-rare
Inter Miami CF,Mexico,Major League Soccer (MLS),Rodolfo Pizarro,76,CAM,700,gold rare
Aston Villa,Scotland,Premier League,John McGinn,76,CM,550,gold non-rare
New England,Spain,Major League Soccer (MLS),Carles Gil,76,RM,450,gold non-rare
Newcastle Utd,Spain,Premier League,Manquillo,76,RWB,500,gold non-rare
RC Celta,Spain,LaLiga Santander,Rubén Blanco,76,GK,450,gold non-rare
PSV,Portugal,Eredivisie (NED 1),Bruma,76,LM,8.5K,gold rare
Sevilla FC,France,LaLiga Santander,Ibrahim Amadou,76,CDM,7.4K,gold non-rare
Hellas Verona,Serbia,Serie A TIM,Darko Lazović,76,LM,500,gold non-rare
Crystal Palace,Germany,Premier League,Max Meyer,76,LM,1.2K,gold non-rare
Club Brugge,Belgium,1A Pro League (BEL 1),Brandon Mechele,76,CB,1.2K,gold non-rare
Real Sociedad,Spain,LaLiga Santander,Diego Llorente,76,CB,11.5K,gold non-rare
RC Celta,Spain,LaLiga Santander,Santi Mina,76,ST,400,gold non-rare
Werder Bremen,Sweden,Bundesliga,Ludwig Augustinsson,76,LB,500,gold non-rare
Hertha Berlin,Germany,Bundesliga,Niklas Stark,76,CB,800,gold rare
Tianjin TEDA,Ghana,Chinese FA Super L. (CHN 1),Frank Acheampong,76,ST,700,gold rare
Arsenal,Egypt,Premier League,Mohamed Elneny,76,CDM,750,gold non-rare
Rio Ave FC,Brazil,Liga NOS (POR 1),Aderllan de Jesus Santos,76,CB,550,gold non-rare
